timestep,id,x,y,angle,type,speed,pos,lane,slope,signals,acceleration,distance,odometer,posLat
19,veh34,-105.002824,39.730767,0.09,veh_passenger,6.62,20.74,-704023970#3_0,0,0,2.1,20.74,15.64,0
19,veh35,-104.995002,39.740183,270.18,veh_passenger,6,16.42,628677821#0_0,0,1,2.09,16.42,11.32,0
19,veh36,-104.99383,39.733726,60.83,veh_passenger,5.09,15.03,-44932767_1,0,0,1.64,15.03,9.93,0
19,veh37,-104.997361,39.73688,270.48,veh_passenger,5.34,16.53,700604262#0_0,0,0,1.62,16.53,11.43,0
19,veh38,-105.024977,39.727442,358.98,veh_passenger,3.18,10.04,1078447158_0,0,0,1.43,10.04,4.94,0
19,veh39,-104.977634,39.735332,359.78,veh_passenger,4.44,11.68,335805945#10_1,0,0,2.31,11.68,6.58,0
19,veh4,-104.976141,39.750753,270.11,veh_passenger,11.67,24.76,-446229412#7_0,0,0,2.59,24.76,158.19,0
19,veh40,-104.972955,39.730589,359.83,veh_passenger,2,7.1,337148297#18_0,0,0,2,7.1,2,0
19,veh41,-105.017402,39.751089,187.51,veh_passenger,1.99,7.09,16981901_1,0,0,1.99,7.09,1.99,0
19,veh42,-105.003695,39.747745,104.76,veh_passenger,0,5.1,99883935#0_3,0,0,0,5.1,0,0
19,veh43,-105.026394,39.734657,179.93,veh_passenger,0,5.1,-334267808#7_0,0,0,0,5.1,0,0
19,veh5,-104.983464,39.747932,225.16,veh_passenger,7.22,127.7,-781314133#1_0,0,10,-1.89,127.7,122.6,0
19,veh6,-105.018568,39.740037,67.96,veh_passenger,12.75,108.48,16981556#5_0,0,9,-4.04,108.48,217.72,0
19,veh7,-104.975729,39.750752,270.09,veh_passenger,15.19,3.88,:176095760_5_0,0,0,-0.67,91.98,190.39,0
19,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
19,veh9,-105.025166,39.751097,0.15,veh_passenger,0.04,115.17,628585103#6_0,0,9,-0.17,115.17,110.07,0
20,bus0,-104.998555,39.732115,270.7,bus_bus,6.26,0.91,:176105077_0_0,0,9,-4,72.85,161.79,0
20,bus1,-105.023449,39.747419,132.09,bus_bus,7.03,4.11,:3308680533_7_0,0,2,0.75,98.41,130.55,0
20,bus10,-104.991133,39.73384,90.14,bus_bus,5.93,37.58,589337000#3_0,0,1,0.61,37.58,25.48,0
20,bus11,-104.981976,39.746167,89.99,bus_bus,4.08,23.33,1039146327#4_0,0,0,1.06,23.33,11.23,0
20,bus12,-104.987328,39.730196,179.9,bus_bus,3.63,21.36,795858012#0_5,0,0,0.74,21.36,9.26,0
20,bus13,-104.990537,39.74913,224.96,bus_bus,2.92,18.15,628389298#0_1,0,0,0.93,18.15,6.05,0
20,bus14,-104.990486,39.735278,269.98,bus_bus,0.95,13.05,589337348#10_0,0,0,0.95,13.05,0.95,0
20,bus15,-104.993238,39.755095,225.17,bus_bus,0,12.1,231105092#3_2,0,0,0,12.1,0,0
20,bus2,-105.006147,39.741187,68.9,bus_bus,2.82,4.89,:cluster_176081514_305468099_3285108432_3285111873_#2more_6_0,0,1,0.94,23.97,52.36,0
20,bus3,-104.988631,39.725689,90.4,bus_bus,13.28,15.63,340029621#0_3,0,0,0.43,15.63,119.75,0
20,bus4,-104.961002,39.739488,0.09,bus_bus,10.72,112.15,131625591#5_0,0,2,-0.11,112.15,100.05,0
20,bus5,-104.970748,39.73205,89.67,bus_bus,4.27,84.16,-579543366#10_0,0,10,-3.66,84.16,72.06,0
20,bus6,-104.983617,39.74682,179.84,bus_bus,11.98,69,231105071#0_0,0,1,1.02,69,78.63,0
20,bus7,-104.972951,39.729703,359.82,bus_bus,9.01,60.97,337148297#11_0,0,2,0.92,60.97,48.87,0
20,bus8,-104.972461,39.730475,269.91,bus_bus,7.6,49.03,-580178497#3_0,0,0,1.07,49.03,36.93,0
20,bus9,-104.960428,39.750733,269.82,bus_bus,6.9,7.36,:1321042419_0_0,0,0,0.73,44.1,32,0
20,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
20,veh1,-104.991566,39.731229,329.98,veh_passenger,13.55,148.19,132741915#0_1,0,0,-0.49,148.19,214.61,0
20,veh10,-104.989679,39.738087,133.97,veh_passenger,13.53,36.46,1102883776#2_0,0,0,0.15,36.46,170.57,0
20,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
20,veh12,-104.970778,39.733737,269.76,veh_passenger,13.34,2.12,-335716614#6_0,0,0,-0.14,2.12,160.65,0
20,veh13,-105.007259,39.746719,235.08,veh_passenger,16.53,32.44,628604540#0_3,0,0,-0.33,32.44,175.25,0
20,veh14,-105.023998,39.754821,90.17,veh_passenger,13.16,46.82,507870891#0_0,0,0,0.56,46.82,155.16,0
20,veh15,-104.978162,39.752878,180.04,veh_passenger,20.51,34.59,-329980805#13_0,0,0,0.4,34.59,180.22,0
20,veh16,-104.997959,39.738803,150.41,veh_passenger,13.31,137.59,132706724#0_0,0,0,-0.29,137.59,132.49,0
20,veh17,-104.975145,39.746186,270.44,veh_passenger,11.81,25.04,-128948321#4_0,0,0,0.03,25.04,106.48,0
20,veh18,-104.983583,39.736817,233.97,veh_passenger,6.75,8.91,:176072801_8_0,0,2,-0.56,102.68,97.58,0
20,veh19,-105.008973,39.72565,85.79,veh_passenger,22.38,142.2,567446119_1,0,0,1.01,142.2,137.1,0
20,veh2,-104.962293,39.727309,269.72,veh_passenger,10.99,74.86,586800346#5_0,0,0,0.71,74.86,168.45,0
20,veh20,-104.979817,39.748431,224.89,veh_passenger,6.72,8.67,182890053#0_0,0,0,1.33,8.67,74.64,0
20,veh21,-104.964603,39.749476,269.85,veh_passenger,6.74,89.7,-279927547#1_0,0,10,-3.81,89.7,84.6,0
20,veh22,-104.975417,39.727292,269.96,veh_passenger,18.93,6.28,-337216230#1_0,0,0,2.18,6.28,102.15,0
20,veh23,-104.992775,39.740175,270.78,veh_passenger,8.72,27.67,427702691#0_0,0,8,-2.9,27.67,84.97,0
20,veh24,-104.983192,39.723794,315.9,veh_passenger,12.05,87.3,131657785#7_0,0,0,-0.5,87.3,82.2,0
20,veh25,-105.025167,39.731077,227.29,veh_passenger,4.47,2.25,:cluster_9886954618_9886954619_23_0,0,2,0.45,52.86,47.76,0
20,veh27,-104.984461,39.740132,269.96,veh_passenger,12.25,64.03,-600545932#1_0,0,1,0.57,64.03,58.93,0
20,veh28,-104.96017,39.750735,269.42,veh_passenger,6.7,21.97,-589990616#1_0,0,0,1.16,21.97,16.87,0
20,veh29,-105.025043,39.738177,358.75,veh_passenger,8.05,12.06,499512469#0_0,0,0,2.33,12.06,34.78,0
20,veh3,-105.008846,39.740186,91.65,veh_passenger,18.38,181.79,628707474_0,0,0,0.02,181.79,268.34,0
20,veh30,-105.01635,39.731461,7.99,veh_passenger,13.64,58.52,335706748#0_0,0,0,2.43,58.52,53.42,0
20,veh31,-105.000323,39.746126,331.53,veh_passenger,10.51,30.05,44932748_0,0,0,1.68,30.05,36.4,0
20,veh32,-105.01526,39.736901,92.08,veh_passenger,12.65,0.82,:5633701224_2_0,0,0,1.47,50.39,45.29,0
20,veh33,-104.982889,39.729069,270.11,veh_passenger,10.1,37.53,130886466#4_1,0,0,1.67,37.53,32.43,0
20,veh34,-105.002824,39.730842,0.09,veh_passenger,8.32,29.06,-704023970#3_0,0,0,1.7,29.06,23.96,0
20,veh35,-104.995048,39.740183,270.26,veh_passenger,3.95,20.38,628677821#0_0,0,9,-2.05,20.38,15.28,0
20,veh36,-104.993756,39.733757,60.83,veh_passenger,7.23,22.26,-44932767_1,0,0,2.15,22.26,17.16,0
20,veh37,-104.997443,39.73688,270.48,veh_passenger,7.07,23.6,700604262#0_0,0,0,1.73,23.6,18.5,0
20,veh38,-105.024978,39.727493,359.33,veh_passenger,5.62,4.31,:cluster_9886926494_9886954625_5_0,0,0,2.44,15.66,10.56,0
20,veh39,-104.977635,39.735395,359.78,veh_passenger,6.91,18.59,335805945#10_1,0,0,2.47,18.59,13.49,0
20,veh4,-104.976301,39.750753,270.11,veh_passenger,13.68,38.44,-446229412#7_0,0,0,2.01,38.44,171.87,0
20,veh40,-104.972955,39.730622,359.88,veh_passenger,3.71,10.8,337148297#18_0,0,0,1.71,10.8,5.7,0
20,veh41,-105.017408,39.751058,187.51,veh_passenger,3.48,10.57,16981901_1,0,0,1.49,10.57,5.47,0
20,veh42,-105.003667,39.747739,104.76,veh_passenger,2.5,7.6,99883935#0_3,0,0,2.5,7.6,2.5,0
20,veh43,-105.026394,39.734635,179.91,veh_passenger,2.42,7.52,-334267808#7_0,0,0,2.42,7.52,2.42,0
20,veh44,-105.021739,39.733997,359.88,veh_passenger,0,5.1,-347646322#2_0,0,0,0,5.1,0,0
20,veh45,-104.993515,39.744165,225.01,veh_passenger,0,5.1,628389303#0_1,0,0,0,5.1,0,0
20,veh46,-104.999328,39.755373,230.49,veh_passenger,14.59,5.1,-235915538#1_1,0,0,0,5.1,0,0
20,veh5,-104.983529,39.747878,221.75,veh_passenger,8.12,4.78,:cluster_176110454_3255888139_2_0,0,2,0.9,135.83,130.73,0
20,veh6,-105.018468,39.740072,65.39,veh_passenger,9.37,117.84,16981556#5_0,0,9,-3.38,117.84,227.08,0
20,veh7,-104.975914,39.750752,270.06,veh_passenger,15.84,5.32,-446229412#7_0,0,0,0.66,5.32,206.24,0
20,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
20,veh9,-105.025166,39.751097,0.15,veh_passenger,0,115.18,628585103#6_0,0,9,-0.04,115.18,110.08,0
21,bus0,-104.998607,39.732149,290.96,bus_bus,6.4,7.31,:176105077_0_0,0,1,0.15,79.25,168.19,0
21,bus1,-105.023361,39.7474,113.41,bus_bus,8.06,12.17,:3308680533_7_0,0,2,1.03,106.47,138.61,0
21,bus10,-104.991056,39.73384,90.14,bus_bus,6.55,44.13,589337000#3_0,0,1,0.61,44.13,32.03,0
21,bus11,-104.981916,39.746167,89.99,bus_bus,5.15,28.48,1039146327#4_0,0,0,1.07,28.48,16.38,0
21,bus12,-104.987328,39.730157,179.9,bus_bus,4.32,25.68,795858012#0_5,0,0,0.69,25.68,13.58,0
21,bus13,-104.990567,39.749107,224.96,bus_bus,3.67,21.83,628389298#0_1,0,0,0.76,21.83,9.73,0
21,bus14,-104.990504,39.735278,269.98,bus_bus,1.56,14.61,589337348#10_0,0,0,0.6,14.61,2.51,0
21,bus15,-104.993244,39.75509,225.14,bus_bus,0.66,12.76,231105092#3_2,0,0,0.66,12.76,0.66,0
21,bus16,-104.979657,39.747504,90.31,bus_bus,0,12.1,-128948318#3_0,0,0,0,12.1,0,0
21,bus2,-105.006108,39.741184,78.88,bus_bus,3.44,8.33,:cluster_176081514_305468099_3285108432_3285111873_#2more_6_0,0,1,0.61,27.41,55.8,0
21,bus3,-104.988475,39.725688,90.4,bus_bus,13.35,28.98,340029621#0_3,0,0,0.07,28.98,133.1,0
21,bus4,-104.961002,39.739588,0.09,bus_bus,11.15,123.3,131625591#5_0,0,2,0.43,123.3,111.2,0
21,bus5,-104.97069,39.732058,85.57,bus_bus,5.1,4.49,:5549631949_10_0,0,2,0.83,89.26,77.16,0
21,bus6,-104.983616,39.746704,179.84,bus_bus,12.83,81.82,231105071#0_0,0,1,0.84,81.82,91.45,0
21,bus7,-104.972951,39.729794,359.84,bus_bus,10.06,71.02,337148297#11_0,0,2,1.04,71.02,58.92,0
21,bus8,-104.972559,39.730475,269.9,bus_bus,8.37,57.4,-580178497#3_0,0,0,0.77,57.4,45.3,0
21,bus9,-104.960522,39.750734,270.03,bus_bus,8.05,7.49,-131625590#2_0,0,0,1.15,7.49,40.05,0
21,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
21,veh1,-104.991683,39.731328,331.04,veh_passenger,14.54,162.73,132741915#0_2,0,0,0.99,162.73,229.15,0
21,veh10,-104.989564,39.738002,133.82,veh_passenger,13.48,49.95,1102883776#2_0,0,0,-0.05,49.95,184.06,0
21,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
21,veh12,-104.970941,39.733737,269.72,veh_passenger,13.97,16.1,-335716614#6_0,0,0,0.64,16.1,174.63,0
21,veh13,-105.007374,39.746657,235.08,veh_passenger,12.03,44.47,628604540#0_3,0,8,-4.5,44.47,187.28,0
21,veh14,-105.023867,39.754821,90.17,veh_passenger,11.23,58.05,507870891#0_0,0,8,-1.93,58.05,166.39,0
21,veh15,-104.978163,39.752694,180.04,veh_passenger,20.39,54.99,-329980805#13_0,0,0,-0.12,54.99,200.62,0
21,veh16,-104.997886,39.738705,150.41,veh_passenger,12.54,150.13,132706724#0_0,0,0,-0.77,150.13,145.03,0
21,veh17,-104.975283,39.746187,270.44,veh_passenger,11.82,36.86,-128948321#4_0,0,0,0.01,36.86,118.3,0
21,veh18,-104.983604,39.736753,185.88,veh_passenger,7.51,2.13,130886462#0_1,0,0,0.76,2.13,105.09,0
21,veh19,-105.008711,39.725668,84.75,veh_passenger,22.03,15.94,90211600_0,0,0,-0.35,15.94,159.13,0
21,veh2,-104.962378,39.727309,269.72,veh_passenger,7.27,82.13,586800346#5_0,0,8,-3.72,82.13,175.72,0
21,veh20,-104.979886,39.748378,224.89,veh_passenger,8.31,16.98,182890053#0_0,0,0,1.59,16.98,82.95,0
21,veh21,-104.964689,39.749469,261.08,veh_passenger,7.53,4.31,:176086145_6_0,0,2,0.79,97.23,92.13,0
21,veh22,-104.975654,39.727292,269.96,veh_passenger,20.27,26.55,-337216230#1_0,0,0,1.34,26.55,122.42,0
21,veh23,-104.992839,39.740176,270.78,veh_passenger,5.48,33.15,427702691#0_0,0,8,-3.24,33.15,90.45,0
21,veh24,-104.98329,39.723873,316.82,veh_passenger,12.19,99.49,131657785#7_0,0,0,0.14,99.49,94.39,0
21,veh25,-105.025174,39.731046,197.56,veh_passenger,3.55,2.49,1078447173#0_2,0,8,-0.92,2.49,51.31,0
21,veh27,-104.984601,39.740131,269.96,veh_passenger,11.98,76,-600545932#1_0,0,1,-0.28,76,70.9,0
21,veh28,-104.960249,39.750734,269.42,veh_passenger,6.74,28.71,-589990616#1_0,0,0,0.05,28.71,23.61,0
21,veh29,-105.025045,39.738267,358.7,veh_passenger,9.92,7.27,:9336694921_2_0,0,0,1.86,21.98,44.7,0
21,veh3,-105.008631,39.740182,91.65,veh_passenger,18.47,200.26,628707474_0,0,0,0.09,200.26,286.81,0
21,veh30,-105.016327,39.7316,7,veh_passenger,15.57,74.09,335706748#0_0,0,0,1.93,74.09,68.99,0
21,veh31,-105.000394,39.746228,331.53,veh_passenger,12.68,42.74,44932748_0,0,0,2.17,42.74,49.09,0
21,veh32,-105.015094,39.736874,90.16,veh_passenger,14.66,7.08,-589973218#3_0,0,0,2,7.08,59.95,0
21,veh33,-104.983033,39.72907,270.11,veh_passenger,12.38,49.91,130886466#4_1,0,0,2.28,49.91,44.81,0
21,veh34,-105.002824,39.730939,0.09,veh_passenger,10.75,39.81,-704023970#3_0,0,0,2.43,39.81,34.71,0
21,veh35,-104.995049,39.740183,270.26,veh_passenger,0.04,20.42,628677821#0_0,0,9,-3.91,20.42,15.32,0
21,veh36,-104.993664,39.733797,60.83,veh_passenger,9.01,31.27,-44932767_1,0,0,1.78,31.27,26.17,0
21,veh37,-104.997546,39.736881,270.48,veh_passenger,8.81,32.41,700604262#0_0,0,1,1.73,32.41,27.31,0
21,veh38,-105.024979,39.727561,359.38,veh_passenger,7.62,11.92,:cluster_9886926494_9886954625_5_0,0,0,2,23.27,18.17,0
21,veh39,-104.977635,39.735477,359.78,veh_passenger,9.15,27.74,335805945#10_1,0,0,2.24,27.74,22.64,0
21,veh4,-104.97649,39.750753,270.11,veh_passenger,16.2,54.64,-446229412#7_0,0,0,2.52,54.64,188.07,0
21,veh40,-104.972955,39.730675,359.88,veh_passenger,5.86,16.66,337148297#18_0,0,0,2.15,16.66,11.56,0
21,veh41,-105.017416,39.751008,187.51,veh_passenger,5.49,16.06,16981901_1,0,0,2.01,16.06,10.96,0
21,veh42,-105.003624,39.74773,104.76,veh_passenger,3.82,11.42,99883935#0_3,0,0,1.32,11.42,6.32,0
21,veh43,-105.026394,39.734594,179.91,veh_passenger,4.57,12.09,-334267808#7_0,0,0,2.15,12.09,6.99,0
21,veh44,-105.021739,39.734014,359.91,veh_passenger,1.88,6.98,-347646322#2_0,0,0,1.88,6.98,1.88,0
21,veh45,-104.993531,39.744153,225.01,veh_passenger,1.92,7.02,628389303#0_1,0,0,1.92,7.02,1.92,0
21,veh46,-104.999458,39.755298,236.96,veh_passenger,13.86,18.96,-235915538#1_1,0,0,-0.73,18.96,13.86,0
21,veh47,-105.013802,39.742,13.15,veh_passenger,0,5.1,99883934_0,0,0,0,5.1,0,0
21,veh48,-104.987293,39.746402,180.14,veh_passenger,0,5.1,935725118#0_5,0,0,0,5.1,0,0
21,veh5,-104.983593,39.747804,210.2,veh_passenger,9.96,14.73,:cluster_176110454_3255888139_2_0,0,2,1.84,145.78,140.68,0
21,veh6,-105.018399,39.740072,94.67,veh_passenger,6.31,5.7,:176065472_8_0,0,9,-3.06,124.15,233.39,0
21,veh7,-104.976095,39.750753,270.11,veh_passenger,15.53,20.84,-446229412#7_0,0,0,-0.32,20.84,221.76,0
21,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
21,veh9,-105.025166,39.751097,0.15,veh_passenger,0,115.18,628585103#6_0,0,9,0,115.18,110.08,0
22,bus0,-104.998611,39.732208,338.86,bus_bus,6.53,4.68,130910709#6_0,0,0,0.12,4.68,174.72,0
22,bus1,-105.023279,39.747443,65.67,bus_bus,8.68,4.31,-336519771#1_0,0,0,0.62,4.31,147.28,0
22,bus10,-104.990969,39.73384,90.14,bus_bus,7.53,51.65,589337000#3_0,0,1,0.98,51.65,39.55,0
22,bus11,-104.981846,39.746167,89.99,bus_bus,5.98,34.46,1039146327#4_0,0,0,0.82,34.46,22.36,0
22,bus12,-104.987328,39.730109,179.9,bus_bus,5.37,31.05,795858012#0_5,0,0,1.06,31.05,18.95,0
22,bus13,-104.990602,39.749079,224.96,bus_bus,4.28,26.11,628389298#0_1,0,0,0.61,26.11,14.01,0
22,bus14,-104.990536,39.735278,269.98,bus_bus,2.75,17.36,589337348#10_0,0,0,1.19,17.36,5.26,0
22,bus15,-104.993259,39.755079,225.06,bus_bus,1.86,14.62,231105092#3_2,0,0,1.2,14.62,2.52,0
22,bus16,-104.979646,39.747504,90.31,bus_bus,0.97,13.07,-128948318#3_0,0,0,0.97,13.07,0.97,0
22,bus2,-105.00606,39.741172,95.22,bus_bus,4.32,12.65,:cluster_176081514_305468099_3285108432_3285111873_#2more_6_0,0,1,0.88,31.73,60.12,0
22,bus3,-104.988324,39.725688,90.39,bus_bus,13.01,41.98,340029621#0_3,0,0,-0.34,41.98,146.1,0
22,bus4,-104.961002,39.739684,0.17,bus_bus,10.65,133.95,131625591#5_0,0,2,-0.5,133.95,121.85,0
22,bus5,-104.970645,39.732095,62.62,bus_bus,5.92,10.41,:5549631949_10_0,0,2,0.82,95.18,83.08,0
22,bus6,-104.983616,39.746582,179.84,bus_bus,13.54,95.36,231105071#0_0,0,1,0.71,95.36,104.99,0
22,bus7,-104.972952,39.729892,359.83,bus_bus,10.85,81.87,337148297#11_0,0,2,0.79,81.87,69.77,0
22,bus8,-104.972663,39.730475,269.9,bus_bus,8.97,66.37,-580178497#3_0,0,0,0.6,66.37,54.27,0
22,bus9,-104.960624,39.750734,270,bus_bus,8.7,16.19,-131625590#2_0,0,0,0.65,16.19,48.75,0
22,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
22,veh1,-104.991764,39.731441,331.09,veh_passenger,14.34,177.07,132741915#0_2,0,0,-0.2,177.07,243.49,0
22,veh10,-104.98944,39.737909,133.82,veh_passenger,14.58,64.52,1102883776#2_0,0,0,1.09,64.52,198.63,0
22,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
22,veh12,-104.971104,39.733736,269.72,veh_passenger,13.9,29.99,-335716614#6_0,0,0,-0.08,29.99,188.52,0
22,veh13,-105.007446,39.746618,235.08,veh_passenger,7.53,51.99,628604540#0_3,0,8,-4.5,51.99,194.8,0
22,veh14,-105.023782,39.754821,90.17,veh_passenger,7.33,65.38,507870891#0_0,0,8,-3.9,65.38,173.72,0
22,veh15,-104.978163,39.752514,180.03,veh_passenger,19.94,74.93,-329980805#13_0,0,0,-0.45,74.93,220.56,0
22,veh16,-104.997824,39.73862,150.41,veh_passenger,10.76,160.88,132706724#0_0,0,8,-1.78,160.88,155.78,0
22,veh17,-104.975423,39.746188,270.44,veh_passenger,11.93,48.79,-128948321#4_0,0,0,0.11,48.79,130.23,0
22,veh18,-104.983604,39.736672,180.09,veh_passenger,8.94,11.07,130886462#0_1,0,0,1.42,11.07,114.03,0
22,veh19,-105.008447,39.725687,84.7,veh_passenger,22.75,38.69,90211600_0,0,0,0.71,38.69,181.88,0
22,veh2,-104.962481,39.727308,269.65,veh_passenger,8.82,4.71,:176073018_4_0,0,0,1.55,90.94,184.53,0
22,veh20,-104.979971,39.748313,224.89,veh_passenger,10.29,27.27,182890053#0_0,0,0,1.98,27.27,93.24,0
22,veh21,-104.964739,39.749418,206.48,veh_passenger,7.45,11.76,:176086145_6_0,0,2,-0.08,104.68,99.58,0
22,veh22,-104.975894,39.727292,269.95,veh_passenger,20.61,47.16,-337216230#1_0,0,0,0.33,47.16,143.03,0
22,veh23,-104.992852,39.740176,270.78,veh_passenger,1.12,34.27,427702691#0_0,0,8,-4.36,34.27,91.57,0
22,veh24,-104.983375,39.723949,319.12,veh_passenger,11.19,110.67,131657785#7_0,0,0,-1,110.67,105.57,0
22,veh25,-105.025173,39.730991,179.77,veh_passenger,6.1,8.59,1078447173#0_2,0,0,2.55,8.59,57.41,0
22,veh27,-104.984696,39.740131,269.96,veh_passenger,8.2,84.2,-600545932#1_0,0,9,-3.78,84.2,79.1,0
22,veh28,-104.960346,39.750733,269.46,veh_passenger,8.3,0.27,:1321042419_0_0,0,0,1.55,37.01,31.91,0
22,veh29,-105.02501,39.738331,31.23,veh_passenger,7.08,2.41,1012008603_0,0,8,-2.84,2.41,51.77,0
22,veh3,-105.008419,39.740177,91.65,veh_passenger,18.13,218.38,628707474_0,0,0,-0.34,218.38,304.93,0
22,veh30,-105.016303,39.731747,7.41,veh_passenger,16.42,90.51,335706748#0_0,0,0,0.85,90.51,85.41,0
22,veh31,-105.000479,39.746349,331.53,veh_passenger,15.17,57.9,44932748_0,0,0,2.48,57.9,64.25,0
22,veh32,-105.014917,39.736873,90.16,veh_passenger,15.21,22.29,-589973218#3_0,0,0,0.56,22.29,75.16,0
22,veh33,-104.983182,39.72907,270.11,veh_passenger,12.73,62.64,130886466#4_1,0,0,0.35,62.64,57.54,0
22,veh34,-105.002824,39.731053,0.09,veh_passenger,12.64,52.45,-704023970#3_0,0,0,1.89,52.45,47.35,0
22,veh35,-104.995049,39.740183,270.26,veh_passenger,0.02,20.44,628677821#0_0,0,9,-0.02,20.44,15.34,0
22,veh36,-104.993621,39.733816,60.71,veh_passenger,4.51,0.11,:4580638079_2_1,0,8,-4.5,35.78,30.68,0
22,veh37,-104.997675,39.736882,270.48,veh_passenger,11.08,43.48,700604262#0_0,0,1,2.27,43.48,38.38,0
22,veh38,-105.02498,39.727649,359.5,veh_passenger,9.67,5.8,1078447159#1_0,0,0,2.05,5.8,27.84,0
22,veh39,-104.977635,39.735576,359.78,veh_passenger,10.95,38.68,335805945#10_1,0,0,1.8,38.68,33.58,0
22,veh4,-104.976708,39.750754,270.11,veh_passenger,18.74,73.38,-446229412#7_0,0,0,2.54,73.38,206.81,0
22,veh40,-104.972955,39.730745,359.88,veh_passenger,7.77,24.43,337148297#18_0,0,0,1.91,24.43,19.33,0
22,veh41,-105.017427,39.750946,187.51,veh_passenger,6.97,23.03,16981901_1,0,0,1.48,23.03,17.93,0
22,veh42,-105.003556,39.747716,104.76,veh_passenger,6.02,17.44,99883935#0_3,0,0,2.2,17.44,12.34,0
22,veh43,-105.026394,39.734532,179.91,veh_passenger,6.87,18.97,-334267808#7_0,0,0,2.3,18.97,13.87,0
22,veh44,-105.021739,39.734047,359.95,veh_passenger,3.74,10.73,-347646322#2_0,0,0,1.86,10.73,5.63,0
22,veh45,-104.993561,39.74413,225.01,veh_passenger,3.64,10.66,628389303#0_1,0,0,1.72,10.66,5.56,0
22,veh46,-104.999607,39.755248,249.44,veh_passenger,13.89,32.85,-235915538#1_1,0,0,0.03,32.85,27.75,0
22,veh47,-105.013796,39.742018,13.77,veh_passenger,2.15,7.25,99883934_0,0,0,2.15,7.25,2.15,0
22,veh48,-104.987293,39.74639,180.14,veh_passenger,1.32,6.42,935725118#0_5,0,2,1.32,6.42,1.32,0
22,veh49,-105.002823,39.728809,0.31,veh_passenger,0,3.94,-130910706#1_0,0,0,0,3.94,0,0
22,veh5,-104.98362,39.747714,186.26,veh_passenger,10.34,0.81,51866043#0_0,0,2,0.38,0.81,151.02,0
22,veh50,-105.015363,39.73108,351.11,veh_passenger,0,5.1,49230944_0,0,0,0,5.1,0,0
22,veh6,-105.018353,39.74003,142.88,veh_passenger,6.05,3.11,628707472#0_0,0,0,-0.26,3.11,239.44,0
22,veh7,-104.976299,39.750753,270.11,veh_passenger,17.46,38.3,-446229412#7_0,0,0,1.93,38.3,239.22,0
22,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
22,veh9,-105.025166,39.751097,0.15,veh_passenger,0,115.18,628585103#6_0,0,9,0,115.18,110.08,0
23,bus0,-104.998612,39.732274,359.55,bus_bus,7.43,12.11,130910709#6_0,0,0,0.9,12.11,182.15,0
23,bus1,-105.023191,39.747499,50.05,bus_bus,9.72,14.04,-336519771#1_0,0,0,1.05,14.04,157.01,0
23,bus10,-104.990867,39.733839,90.15,bus_bus,8.67,60.33,589337000#3_0,0,1,1.14,60.33,48.23,0
23,bus11,-104.981768,39.746167,89.99,bus_bus,6.66,41.12,1039146327#4_0,0,0,0.69,41.12,29.02,0
23,bus12,-104.987365,39.730051,179.9,bus_bus,6.37,37.42,795858012#0_4,0,0,1,37.42,25.32,0
23,bus13,-104.990643,39.749048,224.96,bus_bus,4.92,31.03,628389298#0_1,0,0,0.64,31.03,18.93,0
23,bus14,-104.990581,39.735278,269.98,bus_bus,3.88,21.23,589337348#10_0,0,0,1.13,21.23,9.13,0
23,bus15,-104.993283,39.75506,224.95,bus_bus,2.86,17.49,231105092#3_2,0,0,1,17.49,5.39,0
23,bus16,-104.979626,39.747504,90.31,bus_bus,1.71,14.79,-128948318#3_0,0,0,0.74,14.79,2.69,0
23,bus17,-104.973954,39.740011,89.57,bus_bus,0,12.1,600545999#0_1,0,0,0,12.1,0,0
23,bus2,-105.006001,39.741154,108.57,bus_bus,5.43,18.07,:cluster_176081514_305468099_3285108432_3285111873_#2more_6_0,0,1,1.11,37.15,65.54,0
23,bus3,-104.988172,39.725687,90.38,bus_bus,13.04,55.02,340029621#0_3,0,0,0.03,55.02,159.14,0
23,bus4,-104.961001,39.739785,0.23,bus_bus,11.17,145.13,131625591#5_0,0,2,0.52,145.13,133.03,0
23,bus5,-104.970639,39.732155,20.08,bus_bus,6.68,2.89,579481688#0_0,0,0,0.77,2.89,89.76,0
